relabeling,rescoring,suppression,model,house,quantity,boxes,iou_threshold_matching,confidence_threshold_tasknet,iou_threshold_tasknet,confidence_threshold_filternet,iou_threshold_filternet,label,total_positives,TP,FP,TPm,FPm,FPiou
0,0,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,135,41,13,3,0,123
0,0,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,192,49,20,0,1,26
0,0,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,135,40,8,3,0,38
0,1,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,192,65,30,7,4,65
0,1,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,135,51,20,12,3,95
0,1,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,192,60,29,6,4,59
0,1,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,135,50,19,11,3,82
1,0,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,192,44,7,0,0,15
1,0,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,135,49,6,5,0,13
1,0,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,192,42,7,0,0,13
1,0,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,135,49,6,5,0,13
1,1,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,192,64,20,5,2,38
1,1,0,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,135,54,11,10,2,39
1,1,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,0,192,60,20,5,2,37
1,1,1,filternet,chemistry_floor0,0.25,100,0.5,0.75,0.5,0.38,0.5,1,135,54,11,9,2,39
0,0,0,tasknet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,192,40,11,0,0,24
0,0,0,tasknet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,135,26,7,1,0,68
0,0,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,192,43,14,0,0,40
0,0,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,135,34,7,1,0,86
0,0,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,192,36,14,0,0,18
0,0,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,135,33,6,1,0,21
0,1,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,192,39,13,0,0,17
0,1,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,135,35,7,0,0,16
0,1,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,192,36,13,0,0,15
0,1,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,135,35,7,0,0,11
1,0,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,192,29,8,0,0,8
1,0,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,135,36,12,0,0,12
1,0,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,192,27,8,0,0,7
1,0,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,135,36,12,0,0,12
1,1,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,192,31,9,0,0,12
1,1,0,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,135,37,13,0,0,12
1,1,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,0,192,29,9,0,0,11
1,1,1,filternet,chemistry_floor0,0.5,10,0.5,0.75,0.5,0.38,0.5,1,135,37,13,0,0,12
0,0,0,tasknet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,192,48,15,0,0,31
0,0,0,tasknet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,135,29,9,1,0,80
0,0,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,192,52,20,1,1,55
0,0,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,135,40,13,2,0,118
0,0,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,192,50,18,0,1,19
0,0,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,135,37,11,3,0,28
0,1,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,192,52,21,1,1,24
0,1,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,135,42,14,1,0,37
0,1,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,192,52,20,1,1,20
0,1,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,135,41,13,1,0,28
1,0,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,192,49,10,1,1,11
1,0,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,135,43,10,2,0,14
1,0,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,192,48,10,1,1,11
1,0,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,135,43,10,2,0,14
1,1,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,192,52,14,2,0,15
1,1,0,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,135,44,10,2,0,19
1,1,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,0,192,52,14,2,0,15
1,1,1,filternet,chemistry_floor0,0.5,30,0.5,0.75,0.5,0.38,0.5,1,135,44,10,2,0,19
0,0,0,tasknet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,192,50,15,0,0,31
0,0,0,tasknet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,135,30,9,1,0,81
0,0,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,192,55,21,1,1,59
0,0,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,135,41,13,3,0,123
0,0,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,192,51,19,0,0,22
0,0,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,135,38,11,3,0,27
0,1,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,192,63,24,3,1,43
0,1,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,135,50,15,5,1,37
0,1,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,192,61,24,3,1,40
0,1,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,135,48,13,3,1,27
1,0,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,192,52,6,0,0,9
1,0,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,135,49,10,1,0,16
1,0,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,192,49,6,0,0,8
1,0,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,135,48,10,1,0,17
1,1,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,192,63,11,3,0,24
1,1,0,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,135,58,12,2,0,27
1,1,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,0,192,60,10,3,0,23
1,1,1,filternet,chemistry_floor0,0.5,50,0.5,0.75,0.5,0.38,0.5,1,135,58,12,2,0,27
0,0,0,tasknet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,192,50,15,0,0,31
0,0,0,tasknet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,135,30,9,1,0,81
0,0,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,192,55,21,1,1,61
0,0,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,135,41,13,3,0,123
0,0,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,192,50,18,0,1,24
0,0,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,135,40,10,4,0,27
0,1,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,192,69,31,8,5,70
0,1,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,135,50,22,15,2,69
0,1,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,192,65,28,7,4,58
0,1,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,135,48,21,15,2,50
1,0,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,192,38,4,0,0,9
1,0,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,135,52,21,3,0,16
1,0,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,192,35,4,0,0,8
1,0,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,135,50,21,3,0,16
1,1,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,192,59,7,5,0,27
1,1,0,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,135,68,29,13,2,48
1,1,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,0,192,55,7,5,0,24
1,1,1,filternet,chemistry_floor0,0.5,100,0.5,0.75,0.5,0.38,0.5,1,135,67,29,13,2,47
0,0,0,tasknet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,192,40,11,0,0,24
0,0,0,tasknet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,135,26,7,1,0,68
0,0,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,192,43,14,0,0,40
0,0,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,135,34,7,1,0,86
0,0,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,192,41,14,0,0,19
0,0,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,135,33,6,1,0,19
0,1,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,192,42,13,0,0,17
0,1,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,135,35,8,2,0,14
0,1,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,192,40,13,0,0,17
0,1,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,135,33,8,2,0,11
1,0,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,192,38,6,0,1,10
1,0,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,135,35,5,0,0,10
1,0,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,192,37,6,0,1,10
1,0,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,135,35,5,0,0,10
1,1,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,192,41,8,0,0,11
1,1,0,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,135,36,5,1,0,9
1,1,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,0,192,40,8,0,0,11
1,1,1,filternet,chemistry_floor0,0.75,10,0.5,0.75,0.5,0.38,0.5,1,135,36,5,1,0,9
0,0,0,tasknet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,192,48,15,0,0,31
0,0,0,tasknet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,135,29,9,1,0,80
0,0,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,192,52,20,1,1,55
0,0,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,135,40,13,2,0,118
0,0,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,192,51,19,0,1,21
0,0,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,135,39,10,2,0,30
0,1,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,192,53,21,2,2,35
0,1,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,135,43,13,4,0,28
0,1,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,192,51,21,2,2,30
0,1,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,135,43,12,4,0,21
1,0,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,192,47,8,0,1,11
1,0,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,135,49,14,1,0,11
1,0,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,192,45,8,0,1,11
1,0,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,135,49,14,1,0,10
1,1,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,192,49,10,2,1,20
1,1,0,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,135,53,15,3,0,14
1,1,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,0,192,47,10,2,1,20
1,1,1,filternet,chemistry_floor0,0.75,30,0.5,0.75,0.5,0.38,0.5,1,135,53,15,3,0,13
0,0,0,tasknet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,192,50,15,0,0,31
0,0,0,tasknet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,135,30,9,1,0,81
0,0,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,192,55,21,1,1,59
0,0,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,135,41,13,3,0,123
0,0,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,192,53,21,0,1,25
0,0,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,135,41,10,3,0,30
0,1,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,192,67,26,4,1,50
0,1,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,135,54,13,9,1,56
0,1,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,192,65,25,3,1,46
0,1,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,135,51,12,8,1,40
1,0,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,192,52,6,0,0,9
1,0,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,135,52,10,3,0,18
1,0,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,192,50,6,0,0,9
1,0,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,135,52,10,3,0,18
1,1,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,192,65,11,2,0,23
1,1,0,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,135,60,10,6,1,31
1,1,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,0,192,62,11,2,0,20
1,1,1,filternet,chemistry_floor0,0.75,50,0.5,0.75,0.5,0.38,0.5,1,135,59,10,6,1,30
0,0,0,tasknet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,192,50,15,0,0,31
0,0,0,tasknet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,135,30,9,1,0,81
0,0,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,192,55,21,1,1,61
0,0,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,135,41,13,3,0,123
0,0,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,192,52,20,0,1,25
0,0,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,135,41,10,2,0,30
0,1,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,192,72,24,7,4,65
0,1,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,135,57,21,13,3,63
0,1,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,192,72,23,6,4,62
0,1,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,135,57,20,10,2,52
1,0,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,192,50,6,0,0,9
1,0,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,135,53,12,3,0,9
1,0,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,192,50,6,0,0,9
1,0,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,135,53,12,3,0,9
1,1,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,192,74,9,7,1,32
1,1,0,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,135,69,18,14,0,37
1,1,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,0,192,73,9,7,1,30
1,1,1,filternet,chemistry_floor0,0.75,100,0.5,0.75,0.5,0.38,0.5,1,135,69,18,14,0,37
0,0,0,tasknet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,88,58,9,0,0,7
0,0,0,tasknet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,155,32,1,0,0,10
0,0,0,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,88,61,9,0,0,8
0,0,0,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,155,39,3,0,0,13
0,0,1,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,88,59,9,0,0,9
0,0,1,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,155,38,3,0,0,10
0,1,0,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,88,60,10,0,0,9
0,1,0,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,155,39,5,0,0,8
0,1,1,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,88,60,10,0,0,9
0,1,1,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,155,39,5,0,0,8
1,0,0,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,88,59,3,0,0,3
1,0,0,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,155,44,5,0,0,14
1,0,1,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,88,57,3,0,0,3
1,0,1,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,155,43,5,0,0,12
1,1,0,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,88,59,3,0,0,3
1,1,0,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,155,45,6,0,0,13
1,1,1,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,0,88,59,3,0,0,3
1,1,1,filternet,house_matteo,0.25,10,0.5,0.75,0.5,0.38,0.5,1,155,45,6,0,0,13
0,0,0,tasknet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,0,88,60,12,0,2,11
0,0,0,tasknet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,1,155,55,2,2,0,23
0,0,0,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,0,88,63,13,0,3,21
0,0,0,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,1,155,75,5,3,0,31
0,0,1,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,0,88,62,13,0,3,17
0,0,1,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,1,155,75,5,3,0,28
0,1,0,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,0,88,60,16,0,2,13
0,1,0,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,1,155,85,9,5,0,27
0,1,1,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,0,88,60,16,0,2,12
0,1,1,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,1,155,85,9,5,0,27
1,0,0,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,0,88,61,3,0,0,4
1,0,0,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,1,155,80,7,6,0,27
1,0,1,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,0,88,60,3,0,0,4
1,0,1,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,1,155,80,7,6,0,24
1,1,0,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,0,88,62,3,0,0,3
1,1,0,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,1,155,93,7,7,0,24
1,1,1,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,0,88,62,3,0,0,3
1,1,1,filternet,house_matteo,0.25,30,0.5,0.75,0.5,0.38,0.5,1,155,93,7,7,0,24
0,0,0,tasknet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,0,88,60,13,0,2,13
0,0,0,tasknet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,1,155,58,3,2,0,24
0,0,0,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,0,88,63,17,0,3,23
0,0,0,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,1,155,80,7,7,0,34
0,0,1,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,0,88,61,17,0,3,13
0,0,1,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,1,155,78,7,7,0,27
0,1,0,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,0,88,61,19,1,3,24
0,1,0,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,1,155,98,9,12,0,31
0,1,1,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,0,88,60,19,1,3,24
0,1,1,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,1,155,98,9,12,0,28
1,0,0,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,0,88,68,4,0,0,8
1,0,0,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,1,155,88,2,8,0,16
1,0,1,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,0,88,66,4,0,0,8
1,0,1,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,1,155,87,2,8,0,14
1,1,0,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,0,88,66,4,1,0,9
1,1,0,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,1,155,104,4,9,0,23
1,1,1,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,0,88,65,4,1,0,9
1,1,1,filternet,house_matteo,0.25,50,0.5,0.75,0.5,0.38,0.5,1,155,104,4,9,0,22
0,0,0,tasknet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,0,88,60,13,0,2,13
0,0,0,tasknet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,1,155,58,3,2,0,24
0,0,0,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,0,88,64,17,0,3,23
0,0,0,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,1,155,80,8,8,0,36
0,0,1,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,0,88,64,17,0,3,14
0,0,1,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,1,155,79,8,8,0,26
0,1,0,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,0,88,65,20,6,6,34
0,1,0,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,1,155,106,15,19,0,49
0,1,1,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,0,88,65,21,6,6,34
0,1,1,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,1,155,104,15,19,0,44
1,0,0,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,0,88,66,11,0,1,9
1,0,0,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,1,155,84,6,9,0,17
1,0,1,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,0,88,66,11,0,1,9
1,0,1,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,1,155,84,6,9,0,15
1,1,0,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,0,88,71,14,6,1,12
1,1,0,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,1,155,111,9,18,0,42
1,1,1,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,0,88,71,14,6,1,12
1,1,1,filternet,house_matteo,0.25,100,0.5,0.75,0.5,0.38,0.5,1,155,110,9,18,0,38
0,0,0,tasknet,house_matteo,0.5,10,0.5,0.75,0.5,0.38,0.5,0,88,58,9,0,0,7
0,0,0,tasknet,house_matteo,0.5,10,0.5,0.75,0.5,0.38,0.5,1,155,32,1,0,0,10
0,0,0,filternet,house_matteo,0.5,10,0.5,0.75,0.5,0.38,0.5,0,88,61,9,0,0,8
0,0,0,filternet,house_matteo,0.5,10,0.5,0.75,0.5,0.38,0.5,1,155,39,3,0,0,13
0,0,1,filternet,house_matteo,0.5,10,0.5,0.75,0.5,0.38,0.5,0,88,59,8,0,0,6
0,0,1,filternet,house_matteo,0.5,10,0.5,0.75,0.5,0.38,0.5,1,155,39,3,0,0,11
0,1,0,filternet,house_matteo,0.5,10,0.5,0.75,0.5,0.38,0.5,0,88,59,9,0,0,6
0,1,0,filternet,house_matteo,0.5,10,0.5,0.75,0.5,0.38,0.5,1,155,41,5,0,0,7
