relabeling,rescoring,suppression,model,house,quantity,boxes,iou_threshold_matching,confidence_threshold_tasknet,iou_threshold_tasknet,confidence_threshold_filternet,iou_threshold_filternet,label,AP,total_positives,TP,FP
1,1,1,filternet,floor4,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.3553901419640082,131,56,14
0,0,0,tasknet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.09673502599283497,138,22,32
0,0,0,tasknet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.4343169456651919,131,68,31
0,0,0,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.12284451060443494,138,30,44
0,0,0,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.4741098151315754,131,76,50
0,0,1,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1255394146391311,138,27,29
0,0,1,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.506441737137117,131,74,25
0,1,0,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.11703737187154509,138,29,32
0,1,0,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.4954719844168784,131,72,33
0,1,1,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.11941997425407032,138,29,30
0,1,1,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.498788792601093,131,72,31
1,0,0,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.11047807572743637,138,21,17
1,0,0,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.48743924633353136,131,70,19
1,0,1,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.11365408088298766,138,21,16
1,0,1,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.48788425442157807,131,70,18
1,1,0,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.10697692805990464,138,25,22
1,1,0,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.48166134528296806,131,73,22
1,1,1,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.11002979110922717,138,25,21
1,1,1,filternet,floor4,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.48434681694022935,131,73,21
0,0,0,tasknet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.09673502599283497,138,22,32
0,0,0,tasknet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.44450110831798284,131,70,35
0,0,0,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.12999075880255162,138,32,46
0,0,0,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.4870565514278663,131,79,59
0,0,1,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.1265748463499931,138,27,29
0,0,1,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.5403153328355481,131,77,28
0,1,0,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.18797780852132168,138,41,45
0,1,0,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.4950110340537518,131,79,37
0,1,1,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.1752486223286206,138,38,43
0,1,1,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.49626856360731825,131,78,32
1,0,0,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.12486975466515107,138,23,17
1,0,0,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.5126834742220004,131,72,23
1,0,1,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.12590761563747502,138,23,16
1,0,1,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.5235984831186725,131,72,19
1,1,0,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.1598111231118056,138,34,27
1,1,0,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.5055931815343772,131,82,34
1,1,1,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.1643429071800139,138,34,26
1,1,1,filternet,floor4,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.5107738681947136,131,81,29
0,0,0,tasknet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.09673502599283497,138,22,32
0,0,0,tasknet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.44450110831798284,131,70,35
0,0,0,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.12931505100825375,138,32,47
0,0,0,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.4868446985819234,131,79,60
0,0,1,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.1254626784460272,138,25,26
0,0,1,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.5150607217462779,131,75,31
0,1,0,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.1758489926095166,138,46,87
0,1,0,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.49025209998828817,131,85,99
0,1,1,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.1594187504733932,138,41,78
0,1,1,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.4704406542321842,131,81,91
1,0,0,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.11405309883570751,138,22,17
1,0,0,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.5277910835896964,131,73,28
1,0,1,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.11078595317725752,138,20,13
1,0,1,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.5315464264260525,131,73,23
1,1,0,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.1378788029847849,138,37,58
1,1,0,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.4582233117731932,131,86,95
1,1,1,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,0,0.13956130121699467,138,35,51
1,1,1,filternet,floor4,0.25,100,0.5,0.75,0.5,0.38,0.5,1,0.4673442081691567,131,86,85
0,0,0,tasknet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.08492009566327059,138,18,25
0,0,0,tasknet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.3666750340559076,131,57,22
0,0,0,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.09133852446706889,138,20,30
0,0,0,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.37765995306540306,131,59,29
0,0,1,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.10396196431168077,138,18,13
0,0,1,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.4053071610323521,131,57,6
0,1,0,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.10765633937354001,138,17,19
0,1,0,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.41864882551952287,131,58,6
0,1,1,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.11397815584961143,138,17,16
0,1,1,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.4170596933853819,131,57,5
1,0,0,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.0927938808373591,138,14,3
1,0,0,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.4483062000897989,131,64,10
1,0,1,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.09661835748792269,138,14,2
1,0,1,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.44809783673410436,131,63,9
1,1,0,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.10670925502161198,138,16,3
1,1,0,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.44753481442376836,131,65,11
1,1,1,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,0,0.11288244766505634,138,16,2
1,1,1,filternet,floor4,0.5,10,0.5,0.75,0.5,0.38,0.5,1,0.4425723302057345,131,64,10
0,0,0,tasknet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.09673502599283497,138,22,32
0,0,0,tasknet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.4343169456651919,131,68,31
0,0,0,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.12284451060443494,138,30,44
0,0,0,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.4741098151315754,131,76,50
0,0,1,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.13973829914047303,138,27,28
0,0,1,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.5359869945432499,131,75,20
0,1,0,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.14538418084175453,138,28,31
0,1,0,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.5095601700550236,131,78,22
0,1,1,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.14679280522277569,138,28,29
0,1,1,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.5143696656614359,131,78,21
1,0,0,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.12472071832685644,138,18,6
1,0,0,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.5489947151601532,131,80,26
1,0,1,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.12472071832685644,138,18,6
1,0,1,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.5489947151601532,131,80,26
1,1,0,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.14536311766408289,138,22,11
1,1,0,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.5484550849220361,131,86,29
1,1,1,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,0,0.14536311766408289,138,22,10
1,1,1,filternet,floor4,0.5,30,0.5,0.75,0.5,0.38,0.5,1,0.5542752113694248,131,86,28
0,0,0,tasknet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.09673502599283497,138,22,32
0,0,0,tasknet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.44450110831798284,131,70,35
0,0,0,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.12999075880255162,138,32,46
0,0,0,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.4870565514278663,131,79,59
0,0,1,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.1580085236653229,138,29,27
0,0,1,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.5262165585621509,131,75,28
0,1,0,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.22129080989525662,138,43,49
0,1,0,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.5641410634321359,131,81,36
0,1,1,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.2153227266247009,138,41,46
0,1,1,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.5497994075811625,131,79,34
1,0,0,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.15409955090880756,138,24,12
1,0,0,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.5561339075015335,131,80,29
1,0,1,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.14829133728590252,138,23,12
1,0,1,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.5375760725353113,131,77,28
1,1,0,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.21405174412917968,138,34,15
1,1,0,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.5718396150121552,131,92,52
1,1,1,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,0,0.20166031671173962,138,32,15
1,1,1,filternet,floor4,0.5,50,0.5,0.75,0.5,0.38,0.5,1,0.5502538450245351,131,89,51
0,0,0,tasknet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.09673502599283497,138,22,32
0,0,0,tasknet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.44450110831798284,131,70,35
0,0,0,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.12931505100825375,138,32,47
0,0,0,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.4868446985819234,131,79,60
0,0,1,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.17901762488719006,138,33,27
0,0,1,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.5078717514462862,131,76,31
0,1,0,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.2395921197306493,138,51,83
0,1,0,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.5251015714588556,131,93,85
0,1,1,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.23941326546844813,138,50,80
0,1,1,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.5177851062184259,131,92,79
1,0,0,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.13964980269328095,138,24,14
1,0,0,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.5153773905994075,131,79,24
1,0,1,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.14444789510006897,138,24,13
1,0,1,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.5172676594525736,131,78,22
1,1,0,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.22702902290352397,138,47,44
1,1,0,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.5380684224482178,131,97,86
1,1,1,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,0,0.22191177625521083,138,46,43
1,1,1,filternet,floor4,0.5,100,0.5,0.75,0.5,0.38,0.5,1,0.5393254498122992,131,96,81
0,0,0,tasknet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.08492009566327059,138,18,25
0,0,0,tasknet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.3666750340559076,131,57,22
0,0,0,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.09133852446706889,138,20,30
0,0,0,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.37765995306540306,131,59,29
0,0,1,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.10680726212980464,138,19,17
0,0,1,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.4045054443593048,131,58,9
0,1,0,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.10562826450461278,138,20,21
0,1,0,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.42458935980621043,131,59,8
0,1,1,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.10109107793417813,138,19,21
0,1,1,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.42458935980621043,131,59,8
1,0,0,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.09541062801932368,138,15,5
1,0,0,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.4405148139228413,131,64,14
1,0,1,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.09541062801932368,138,15,5
1,0,1,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.4405148139228413,131,64,14
1,1,0,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.10030193236714974,138,16,5
1,1,0,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.4435389745883631,131,68,15
1,1,1,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,0,0.09368970700408309,138,15,5
1,1,1,filternet,floor4,0.75,10,0.5,0.75,0.5,0.38,0.5,1,0.4435389745883631,131,68,15
0,0,0,tasknet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.09673502599283497,138,22,32
0,0,0,tasknet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.4343169456651919,131,68,31
0,0,0,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.12284451060443494,138,30,44
0,0,0,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.4741098151315754,131,76,50
0,0,1,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.13962401494842203,138,27,27
0,0,1,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.5108517568955354,131,74,21
0,1,0,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.15140576937859213,138,28,29
0,1,0,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.5060459591385353,131,77,28
0,1,1,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.14506753049524354,138,27,29
0,1,1,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.5079028165214649,131,77,27
1,0,0,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.11104580628237917,138,18,6
1,0,0,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.5245237918531878,131,78,25
1,0,1,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.10511063448209004,138,17,6
1,0,1,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.5245237918531878,131,78,25
1,1,0,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.13262297422717217,138,22,8
1,1,0,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.5682843252643137,131,86,29
1,1,1,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,0,0.12650103519668732,138,21,8
1,1,1,filternet,floor4,0.75,30,0.5,0.75,0.5,0.38,0.5,1,0.5682843252643137,131,86,29
0,0,0,tasknet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.09673502599283497,138,22,32
0,0,0,tasknet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.44450110831798284,131,70,35
0,0,0,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.12999075880255162,138,32,46
0,0,0,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.4870565514278663,131,79,59
0,0,1,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.165345850329473,138,32,29
0,0,1,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.5279204700380475,131,75,26
0,1,0,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.23515474792367386,138,45,51
0,1,0,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.5631015815996862,131,82,28
0,1,1,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.2126942228095236,138,41,49
0,1,1,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.557866426523105,131,81,26
1,0,0,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.18042205161667255,138,28,9
1,0,0,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.6165164085756762,131,85,20
1,0,1,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.1920640319773892,138,29,8
1,0,1,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.6096288688607288,131,84,19
1,1,0,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.24900742544579282,138,39,16
1,1,0,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.6615965320257543,131,97,29
1,1,1,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,0,0.24559218239617064,138,38,15
1,1,1,filternet,floor4,0.75,50,0.5,0.75,0.5,0.38,0.5,1,0.6559548188166077,131,96,28
0,0,0,tasknet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.09673502599283497,138,22,32
0,0,0,tasknet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.44450110831798284,131,70,35
0,0,0,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.12931505100825375,138,32,47
0,0,0,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.4868446985819234,131,79,60
0,0,1,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.17321927474571258,138,31,23
0,0,1,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.5116696852071188,131,75,30
0,1,0,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.2525818598232608,138,53,87
0,1,0,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.5607126238095785,131,89,81
0,1,1,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.2633716523452871,138,52,79
0,1,1,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.5471343644795569,131,86,76
1,0,0,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.17144992688470953,138,25,6
1,0,0,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.5471011190053501,131,82,22
1,0,1,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.1731078904991948,138,25,5
1,0,1,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.555524890777497,131,82,21
1,1,0,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.3044046243831655,138,54,26
1,1,0,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.6056752494734384,131,98,75
1,1,1,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,0,0.31638349865240595,138,54,24
1,1,1,filternet,floor4,0.75,100,0.5,0.75,0.5,0.38,0.5,1,0.5957950981099078,131,96,72
0,0,0,tasknet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.14033209267584273,192,40,35
0,0,0,tasknet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.08837284790726607,135,26,76
0,0,0,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.1483070013410686,192,43,54
0,0,0,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.10461519261417772,135,34,94
0,0,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.11792397850884259,192,32,30
0,0,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.15857564201767105,135,31,30
0,1,0,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.12941347373178128,192,34,33
0,1,0,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.14994610753231447,135,34,33
0,1,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.13120589290651946,192,32,29
0,1,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.15074936017291904,135,33,26
1,0,0,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.1162190677270619,192,28,18
1,0,0,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.1460501103101556,135,30,28
1,0,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.12031805991223446,192,28,16
1,0,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.14910419701965597,135,30,25
1,1,0,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.1257783638275885,192,30,20
1,1,0,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.13200123387079907,135,31,30
1,1,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,0,0.13374600804612,192,30,18
1,1,1,filternet,chemistry_floor0,0.25,10,0.5,0.75,0.5,0.38,0.5,1,0.13354574713754613,135,31,28
0,0,0,tasknet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.16609784590391524,192,48,46
0,0,0,tasknet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.0956401876715045,135,29,90
0,0,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1763427007048159,192,52,77
0,0,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.11563797756895992,135,40,133
0,0,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.17544776957141084,192,45,37
0,0,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.16499850626217039,135,35,45
0,1,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1945338548410524,192,50,56
0,1,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.19348923531909676,135,41,41
0,1,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.18244708262693354,192,46,49
0,1,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.18202969095404084,135,38,37
1,0,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1444420975977177,192,37,27
1,0,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.21627749959003906,135,41,24
1,0,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.13658665216082264,192,35,25
1,0,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.2092445875334551,135,40,24
1,1,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1786188971740984,192,43,36
1,1,0,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.2324545083630746,135,46,28
1,1,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,0,0.1687634856389755,192,41,34
1,1,1,filternet,chemistry_floor0,0.25,30,0.5,0.75,0.5,0.38,0.5,1,0.22767178727852966,135,45,28
0,0,0,tasknet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.17302832494621315,192,50,46
0,0,0,tasknet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.09750257508450082,135,30,91
0,0,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,0,0.18582444029492745,192,55,82
0,0,0,filternet,chemistry_floor0,0.25,50,0.5,0.75,0.5,0.38,0.5,1,0.11749778581528049,135,41,139
